corp_code,기업명,사업연도,대사,신뢰도,사용보고서,본문무형자산,주석기말,합산표시,손상액,상각액
00145437,주식회사 아센디오,2017,성공,확정,정정,5498123800.0,5498123000.0,False,15830000.0,36625000.0
00145437,주식회사 아센디오,2018,성공,확정,원본,6245518444.0,6245518000.0,False,6506445000.0,370498000.0
00145437,주식회사 아센디오,2019,성공,확정,정정,489805763.0,489805000.0,False,5488703000.0,338456000.0
00145437,주식회사 아센디오,2020,성공,확정,정정,1173348497.0,1173348000.0,False,0.0,228208000.0
00145437,주식회사 아센디오,2021,실패,,,,,,,
00145437,주식회사 아센디오,2022,실패,,,,,,,
00145437,주식회사 아센디오,2023,실패,,,,,,,
00145437,주식회사 아센디오,2024,실패,,,,,,,
00145437,주식회사 아센디오,2025,실패,,,,,,,
00140131,(주)키다리스튜디오,2015,실패,,,,,,,
00140131,(주)키다리스튜디오,2016,실패,,,,,,,
00140131,(주)키다리스튜디오,2017,실패,,,,,,,
00140131,(주)키다리스튜디오,2018,실패,,,,,,,
00140131,(주)키다리스튜디오,2019,실패,,,,,,,
00140131,(주)키다리스튜디오,2020,실패,,,,,,,
00140131,(주)키다리스튜디오,2021,성공,확정,원본,174476804889.0,174476803000.0,False,1442423000.0,3099757000.0
00140131,(주)키다리스튜디오,2022,성공,확정,원본,172824187317.0,172824184000.0,False,5228667000.0,13099365000.0
00140131,(주)키다리스튜디오,2023,실패,,,,,,,
00140131,(주)키다리스튜디오,2024,실패,,,,,,,
00140131,(주)키다리스튜디오,2025,성공,보통,원본,150053232875.0,150053233000.0,False,0.0,
00543204,(주)아이오케이이엔엠,2015,성공,보통,원본,10925327701.0,10925327000.0,False,0.0,166263000.0
00543204,(주)아이오케이이엔엠,2016,성공,보통,원본,7172697383.0,7172697000.0,False,3601733000.0,112643000.0
00543204,(주)아이오케이이엔엠,2017,성공,보통,원본,15943899157.0,15943899000.0,False,613976000.0,150897000.0
00543204,(주)아이오케이이엔엠,2018,성공,보통,원본,13966922926.0,13966923000.0,False,6243910000.0,229386000.0
00543204,(주)아이오케이이엔엠,2019,성공,보통,원본,30616347081.0,30616347000.0,False,6243910000.0,421694000.0
00543204,(주)아이오케이이엔엠,2020,성공,보통,원본,6313431484.0,6313431000.0,False,3511422000.0,487641000.0
00543204,(주)아이오케이이엔엠,2021,성공,확정,정정,8639814146.0,8639814000.0,False,5435595000.0,1670503000.0
00543204,(주)아이오케이이엔엠,2022,성공,확정,정정,6430482314.0,6430482000.0,False,1419942000.0,889768000.0
00543204,(주)아이오케이이엔엠,2023,성공,확정,정정,5717642251.0,5717642000.0,False,0.0,717790000.0
00543204,(주)아이오케이이엔엠,2024,성공,확정,원본,6362009939.0,6362010000.0,False,405500000.0,443465000.0
00543204,(주)아이오케이이엔엠,2025,성공,확정,원본,3784059213.0,3784059000.0,False,3554072000.0,438278000.0
00550082,(주)캔버스엔,2015,성공,확정,정정,18993255.0,18993000.0,False,0.0,5471000.0
00550082,(주)캔버스엔,2016,성공,확정,정정,25706635.0,25707000.0,False,0.0,5471000.0
00550082,(주)캔버스엔,2017,성공,확정,원본,383299165.0,383299000.0,False,0.0,37906000.0
00550082,(주)캔버스엔,2018,성공,확정,정정,203727702.0,203728000.0,False,115232000.0,65339000.0
00550082,(주)캔버스엔,2019,성공,확정,원본,14225376.0,14225000.0,False,464000.0,189039000.0
00550082,(주)캔버스엔,2020,성공,확정,원본,6840192.0,6840000.0,False,0.0,8315000.0
00550082,(주)캔버스엔,2021,성공,확정,원본,6344435.0,6344000.0,False,0.0,4465000.0
00550082,(주)캔버스엔,2022,성공,확정,원본,4635527.0,4636000.0,False,0.0,2523000.0
00550082,(주)캔버스엔,2023,성공,보통,원본,28871196.0,28871000.0,False,0.0,
00550082,(주)캔버스엔,2024,실패,,,,,,,
00550082,(주)캔버스엔,2025,성공,보통,원본,4467933.0,4468000.0,False,0.0,
01116502,(주)아티스트컴퍼니,2020,성공,확정,정정,873607095.0,873607000.0,False,0.0,252445000.0
01116502,(주)아티스트컴퍼니,2021,성공,확정,원본,9688398900.0,9688399000.0,False,0.0,412474000.0
01116502,(주)아티스트컴퍼니,2022,성공,확정,원본,3735324159.0,3735324000.0,False,5161921000.0,791730000.0
01116502,(주)아티스트컴퍼니,2023,성공,보통,원본,179012001.0,179012000.0,False,0.0,
01116502,(주)아티스트컴퍼니,2024,성공,보통,원본,800221021.0,800221000.0,False,0.0,
01116502,(주)아티스트컴퍼니,2025,성공,확정,원본,13937942949.0,13937943000.0,False,4416667000.0,1956904000.0
01267222,(주)에피소드컴퍼니,2019,성공,확정,정정,150366707.0,150367000.0,False,0.0,30597000.0
01267222,(주)에피소드컴퍼니,2020,성공,확정,정정,1255632656.0,1255633000.0,False,668977000.0,131204000.0
01267222,(주)에피소드컴퍼니,2021,성공,확정,원본,1113493946.0,1113494000.0,False,25000000.0,131546000.0
01267222,(주)에피소드컴퍼니,2022,성공,확정,원본,1005272802.0,1005273000.0,False,318000.0,119770000.0
01267222,(주)에피소드컴퍼니,2023,성공,확정,원본,1099965199.0,1099965000.0,False,80999000.0,111580000.0
01267222,(주)에피소드컴퍼니,2024,성공,확정,정정,183849728.0,183850000.0,False,904428000.0,260622000.0
01267222,(주)에피소드컴퍼니,2025,성공,확정,원본,133282928.0,133283000.0,False,0.0,204240000.0
00985686,(주)큐브엔터테인먼트,2015,성공,확정,원본,34042272.0,34042000.0,False,0.0,21376000.0
00985686,(주)큐브엔터테인먼트,2016,성공,확정,원본,922029948.0,922030000.0,False,0.0,221042000.0
00985686,(주)큐브엔터테인먼트,2017,성공,확정,원본,760435791.0,760435000.0,False,66852000.0,384743000.0
00985686,(주)큐브엔터테인먼트,2018,성공,확정,원본,1289361493.0,1289361000.0,False,111836000.0,472198000.0
00985686,(주)큐브엔터테인먼트,2019,성공,확정,원본,3432863998.0,3432863000.0,False,0.0,1152267000.0
00985686,(주)큐브엔터테인먼트,2020,성공,확정,원본,6676550952.0,6676551000.0,False,231220000.0,1407463000.0
00985686,(주)큐브엔터테인먼트,2021,성공,확정,원본,4730296574.0,4730297000.0,False,107980000.0,2236708000.0
00985686,(주)큐브엔터테인먼트,2022,성공,확정,원본,3448677691.0,3448678000.0,False,724774000.0,1949615000.0
00985686,(주)큐브엔터테인먼트,2023,성공,확정,원본,2580524725.0,2580525000.0,False,1564338000.0,1540774000.0
00985686,(주)큐브엔터테인먼트,2024,성공,확정,원본,15784270636.0,15784271000.0,False,45853000.0,1860107000.0
00985686,(주)큐브엔터테인먼트,2025,성공,확정,원본,9218800764.0,9218801000.0,False,1140551000.0,5417853000.0
00249441,(주)씨씨에스충북방송,2015,성공,확정,정정,7341848526.0,7341848526.0,False,0.0,
00249441,(주)씨씨에스충북방송,2016,성공,확정,원본,6772842456.0,6772842456.0,False,0.0,
00249441,(주)씨씨에스충북방송,2017,성공,확정,원본,5103188542.0,5103188542.0,False,1641353100.0,
00249441,(주)씨씨에스충북방송,2018,성공,확정,원본,2552904601.0,2552904601.0,False,0.0,127828122.0
00249441,(주)씨씨에스충북방송,2019,성공,확정,원본,1372529451.0,1372529451.0,False,1047027906.0,239783244.0
00249441,(주)씨씨에스충북방송,2020,성공,확정,원본,748661646.0,748661646.0,False,585208868.0,38658937.0
00249441,(주)씨씨에스충북방송,2021,성공,확정,원본,812657658.0,812657658.0,False,422624072.0,36524208.0
00249441,(주)씨씨에스충북방송,2022,성공,확정,원본,32832000.0,32832000.0,False,516084366.0,100000.0
00249441,(주)씨씨에스충북방송,2023,성공,확정,원본,135155333.0,135155333.0,False,0.0,7476667.0
00249441,(주)씨씨에스충북방송,2024,성공,확정,정정,26932000.0,26932000.0,False,206844999.0,36414334.0
00249441,(주)씨씨에스충북방송,2025,성공,확정,원본,26932000.0,26932000.0,False,60958334.0,2791666.0
00263371,(주)한국경제티브이,2015,성공,보통,원본,681505765.0,681506000.0,False,549374000.0,2804427000.0
00263371,(주)한국경제티브이,2016,성공,보통,원본,533480572.0,533481000.0,False,549373000.0,3074165000.0
00263371,(주)한국경제티브이,2017,실패,,,,,,,
00263371,(주)한국경제티브이,2018,성공,보통,원본,1350750328.0,1350750000.0,False,549373000.0,3473607000.0
00263371,(주)한국경제티브이,2019,성공,보통,원본,1160259457.0,1160259000.0,False,549373000.0,3777141000.0
00263371,(주)한국경제티브이,2020,성공,보통,원본,1445321517.0,1445321000.0,False,563270000.0,4085440000.0
00263371,(주)한국경제티브이,2021,성공,보통,원본,1323901562.0,1323901000.0,False,563270000.0,4395222000.0
00263371,(주)한국경제티브이,2022,성공,보통,원본,918888155.0,918888000.0,False,563270000.0,4786693000.0
00263371,(주)한국경제티브이,2023,성공,보통,원본,737218198.0,737218000.0,False,563270000.0,5199402000.0
00263371,(주)한국경제티브이,2024,성공,보통,원본,634417838.0,634418000.0,False,563270000.0,5443665000.0
00263371,(주)한국경제티브이,2025,성공,보통,원본,1082719648.0,1082720000.0,False,563270000.0,5546262000.0
